[2024-05-06 18:24:07 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:37:46 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:37:46 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:37:46 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:37:46 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:37:49 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:37:52 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:37:55 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:37:58 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:38:01 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:38:04 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:38:07 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:38:10 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:38:13 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:38:15 : INFO] - A total of 499 tasks of type smush found and will be processed in this iteration 
[2024-05-06 18:38:15 : DEBUG] - Lock option (updraft_lock_smush, wp_options) was created in the database 
[2024-05-06 18:38:15 : INFO] - Lock (updraft_lock_smush, wp_options) acquired after initialising the database 
[2024-05-06 18:38:15 : INFO] - Processing task with ID : 1, and type 'smush' 
[2024-05-06 18:38:15 : INFO] - Re_Smush_It_Task - Attachment ID : 30, Started on : May 06, 2024 06:37:40 
[2024-05-06 18:38:15 : INFO] - File: dummy-1.jpg, Compression quality: 92 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=283070, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=282992, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=282989, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=282986, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=277089, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229599189_9220076530428bc6c212ac4fad543f95-2.jpg-2.jpg 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=277087, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229625040_1f87ccd31c6355774ca16f98037cebcb-2.jpg-2.jpg 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=277046, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098230278480_7a9f9cca07abe778347783ad9196e08e.jpg.jpg 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=277028, file=/var/www/turbobid/html/wp-content/uploads/2024/01/z5098229624290_738cc8100ff11bb8bf38e0debc370c77.jpg.jpg 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=273155, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=273152, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=127609, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=123157, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=94615, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=4539, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=4197, file= 
[2024-05-06 18:38:16 : INFO] - Could not find file for image: ID=4080, file= 
[2024-05-06 18:38:17 : INFO] - Backing up the original image - 2016/08/dummy-1-updraft-pre-smush-original.jpg 
[2024-05-06 18:38:19 : INFO] - Could not find file for image: ID=284866, file= 
[2024-05-06 18:38:19 : INFO] - Could not find file for image: ID=283070, file= 
