Lot URL,Lot/Inv #,Estimated Value,Sale Date,Year,Make,Model,Engine Type,Cylinders,VIN,Title Code,Odometer,Odometer Description,Damage Description,Current Bid,My Bid,Item Number,Sale Name
https://www.copart.com/lotDetail/61913723,61913723,"5,214 USD",10/23/2023 01:00 pm EDT,2007,TOYT,PRIUS,1.5L  4,4,JTDKB20U377******,JUNKED VEHICLE BILL OF SALE,0 E,EXEMPT,SIDE,0 USD,0 USD,2178,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/62093233,62093233,"4,496 USD",10/23/2023 01:00 pm EDT,2007,TOYT,SIENNA CE,3.5L  6,6,5TDZK23C97S******,JUNKED VEHICLE BILL OF SALE,"263,993 A",ACTUAL,REAR END,300 USD,0 USD,67,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/62192703,62192703,"5,290 USD",10/23/2023 01:00 pm EDT,2008,TOYT,YARIS,1.5L  4,4,JTDBT923X84******,JUNKED VEHICLE BILL OF SALE,"201,535 E",EXEMPT,FRONT END,0 USD,0 USD,3210,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/68973323,68973323,"6,376 USD",10/23/2023 01:00 pm EDT,2012,TOYT,PRIUS,1.8L  4,4,JTDKN3DUXC0******,JUNKED VEHICLE BILL OF SALE,"270,029 A",ACTUAL,ALL OVER,0 USD,0 USD,3259,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/68993053,68993053,"4,458 USD",10/23/2023 01:00 pm EDT,1994,TOYT,COROLLA LE,1.8L  4,4,2T1AE09B9RC******,JUNKED VEHICLE BILL OF SALE,"143,301 A",ACTUAL,FRONT END,0 USD,0 USD,2196,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/69084883,69084883,"18,431 USD",10/23/2023 01:00 pm EDT,2020,TOYT,COROLLA LE,1.8L  4,4,5YFEPRAE8LP******,JUNKED VEHICLE BILL OF SALE,"51,938 A",ACTUAL,REAR END,0 USD,0 USD,2004,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/69348983,69348983,"5,628 USD",10/23/2023 01:00 pm EDT,2008,TOYT,PRIUS,1.5L  4,4,JTDKB20U487******,JUNKED VEHICLE BILL OF SALE,"189,112 A",ACTUAL,FRONT END,0 USD,0 USD,3293,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/69518163,69518163,"3,436 USD",10/23/2023 01:00 pm EDT,2004,TOYT,COROLLA CE,1.8L  4,4,1NXBR38E44Z******,JUNKED VEHICLE BILL OF SALE,0 E,EXEMPT,REAR END,0 USD,0 USD,2194,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/69718283,69718283,"17,775 USD",10/23/2023 01:00 pm EDT,2015,TOYT,RAV4 LE,2.5L  4,4,2T3BFREV8FW******,JUNKED VEHICLE BILL OF SALE,0 N,NOT ACTUAL,ALL OVER,0 USD,0 USD,2236,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70324423,70324423,"7,751 USD",10/23/2023 01:00 pm EDT,2012,TOYT,CAMRY BASE,2.5L  4,4,4T4BF1FK3CR******,JUNKED VEHICLE BILL OF SALE,"206,946 A",ACTUAL,FRONT END,300 USD,0 USD,3203,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70535303,70535303,"6,123 USD",10/23/2023 01:00 pm EDT,2006,TOYT,SIENNA CE,3.3L  6,6,5TDZA23C26S******,JUNKED VEHICLE BILL OF SALE,"170,541 E",EXEMPT,FRONT END,0 USD,0 USD,2234,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70595613,70595613,"8,448 USD",10/23/2023 01:00 pm EDT,2011,TOYT,COROLLA BA,1.8L  4,4,JTDBU4EE0BJ******,JUNKED VEHICLE BILL OF SALE,"106,315 A",ACTUAL,FRONT END,350 USD,0 USD,32,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70702043,70702043,"9,455 USD",10/23/2023 01:00 pm EDT,2009,TOYT,RAV4 SPORT,2.5L  4,4,2T3BF32V29W******,JUNKED VEHICLE BILL OF SALE,"155,838 A",ACTUAL,REAR END,325 USD,0 USD,2134,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70733633,70733633,"12,150 USD",10/23/2023 01:00 pm EDT,2014,TOYT,SIENNA XLE,3.5L  6,6,5TDYK3DC2ES******,JUNKED VEHICLE BILL OF SALE,"190,276 A",ACTUAL,SIDE,300 USD,0 USD,28,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/67249053,67249053,"9,327 USD",10/23/2023 01:00 pm EDT,2013,TOYT,COROLLA BA,1.8L  4,4,2T1BU4EE4DC******,JUNKED VEHICLE BILL OF SALE,"83,153 A",ACTUAL,SIDE,375 USD,0 USD,11,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/67356663,67356663,"5,223 USD",10/23/2023 01:00 pm EDT,2008,TOYT,SIENNA XLE,3.5L  6,6,5TDZK22C58S******,JUNKED VEHICLE BILL OF SALE,"239,089 E",EXEMPT,REAR END,0 USD,0 USD,2045,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/68462433,68462433,"4,720 USD",10/23/2023 01:00 pm EDT,2004,TOYT,RAV4,2.4L  4,4,JTEHD20V846******,JUNKED VEHICLE BILL OF SALE,"186,920 A",ACTUAL,FRONT END,300 USD,0 USD,2116,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/68578383,68578383,"5,867 USD",10/23/2023 01:00 pm EDT,2006,TOYT,RAV4,3.5L  6,6,JTMBK33V065******,JUNKED VEHICLE BILL OF SALE,"214,587 A",ACTUAL,ALL OVER,0 USD,0 USD,2155,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70841783,70841783,"4,831 USD",10/23/2023 01:00 pm EDT,2003,TOYT,HIGHLANDER,3.0L  6,6,JTEHF21A530******,JUNKED VEHICLE BILL OF SALE,"197,001 A",ACTUAL,FRONT END,425 USD,0 USD,2043,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70952273,70952273,"7,519 USD",10/23/2023 01:00 pm EDT,2010,TOYT,RAV4,3.5L  6,6,2T3BK4DV7AW******,JUNKED VEHICLE BILL OF SALE,"200,936 A",ACTUAL,TOP/ROOF,300 USD,0 USD,13,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70957953,70957953,"7,594 USD",10/23/2023 01:00 pm EDT,2011,TOYT,CAMRY BASE,2.5L  4,4,4T1BF3EK2BU******,JUNKED VEHICLE BILL OF SALE,"142,661 A",ACTUAL,SIDE,325 USD,0 USD,2102,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/71707463,71707463,"10,126 USD",10/23/2023 01:00 pm EDT,2006,TOYT,TUNDRA DOU,4.7L  8,8,5TBDT44116S******,JUNKED VEHICLE BILL OF SALE,"174,030 A",ACTUAL,FRONT END,325 USD,0 USD,59,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/63361893,63361893,"29,028 USD",10/23/2023 01:00 pm EDT,2016,TOYT,TACOMA ACC,3.5L  6,6,5TFSZ5AN5GX******,JUNKED VEHICLE BILL OF SALE,0 N,NOT ACTUAL,FRONT END,950 USD,0 USD,2199,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/63667293,63667293,"7,421 USD",10/23/2023 01:00 pm EDT,2008,TOYT,AVALON XL,3.5L  6,6,4T1BK36B68U******,JUNKED VEHICLE BILL OF SALE,"145,857 A",ACTUAL,REAR END,325 USD,0 USD,3286,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/66958153,66958153,"24,247 USD",10/23/2023 01:00 pm EDT,2017,TOYT,HIGHLANDER,3.5L  6,6,5TDJZRFH2HS******,JUNKED VEHICLE BILL OF SALE,"107,518 A",ACTUAL,FRONT END,0 USD,0 USD,2088,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/71258813,71258813,"14,152 USD",10/30/2023 01:00 pm EDT,2007,TOYT,FJ CRUISER,4.0L  6,6,JTEZU11F770******,JUNKED VEHICLE BILL OF SALE,"151,499 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/66804673,66804673,"19,010 USD",10/30/2023 01:00 pm EDT,2018,TOYT,RAV4 ADVEN,2.5L  4,4,JTMRFREVXJJ******,JUNKED VEHICLE BILL OF SALE,"108,110 A",ACTUAL,SIDE,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/46836503,46836503,"7,403 USD",Future,2008,TOYT,RAV4,2.4L  4,4,JTMBD33VX86******,JUNKED VEHICLE BILL OF SALE,0 E,EXEMPT,FRONT END,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/71169713,71169713,"2,946 USD",Future,2002,TOYT,CAMRY LE,3.0L  6,6,4T1BF32K52U******,JUNKED VEHICLE BILL OF SALE,0 E,EXEMPT,FRONT END,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70910923,70910923,"4,793 USD",Future,2005,TOYT,SIENNA XLE,3.3L  6,6,5TDZA22C45S******,JUNKED VEHICLE BILL OF SALE,"201,414 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/66507843,66507843,"7,896 USD",Future,2008,TOYT,SIENNA CE,3.5L  6,6,5TDZK23C18S******,JUNKED VEHICLE BILL OF SALE,"137,395 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/69597373,69597373,"3,472 USD",Future,2005,TOYT,COROLLA,1.8L  4,4,1NXBR32E45Z******,JUNKED VEHICLE BILL OF SALE,"184,243 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/72321993,72321993,"3,291 USD",Future,2007,TOYT,COROLLA CE,1.8L  4,4,1NXBR32E67Z******,JUNKED VEHICLE BILL OF SALE,"223,991 A",ACTUAL,HAIL,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70108743,70108743,"15,987 USD",Future,2016,TOYT,CAMRY LE,2.5L  4,4,4T1BF1FK7GU******,JUNKED VEHICLE BILL OF SALE,"78,994 A",ACTUAL,SIDE,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/70493323,70493323,"10,172 USD",Future,2011,TOYT,CAMRY BASE,2.5L  4,4,4T4BF3EK3BR******,JUNKED VEHICLE BILL OF SALE,"120,491 A",ACTUAL,FRONT END,300 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/68093382,68093382,"13,990 USD",,2015,TOYT,SCION TC,2.5L  4,4,JTKJF5C79FJ******,,"75,569 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,0,WI - MILWAUKEE SOUTH
https://www.copart.com/lotDetail/59539423,59539423,"11,464 USD",10/27/2023 10:00 am EDT,2011,TOYT,AVALON BAS,3.5L  6,6,4T1BK3DB2BU******,BILL OF SALE/PART ONLY/NO TITL,"136,014 N",NOT ACTUAL,REAR END,0 USD,0 USD,0,KY - WALTON
https://www.copart.com/lotDetail/59782603,59782603,"6,650 USD",10/27/2023 10:00 am EDT,2006,TOYT,PRIUS,1.5L  4,4,JTDKB20U967******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,MECHANICAL,0 USD,0 USD,0,KY - WALTON
https://www.copart.com/lotDetail/62798593,62798593,"5,325 USD",10/27/2023 10:00 am EDT,2008,TOYT,SCION TC,2.4L  4,4,JTKDE167180******,BILL OF SALE/PART ONLY/NO TITL,"192,846 N",NOT ACTUAL,FRONT END,0 USD,0 USD,0,KY - WALTON
https://www.copart.com/lotDetail/66197103,66197103,"20,384 USD",,2022,TOYT,COROLLA LE,1.8L  4,4,5YFEPMAE7NP******,BILL OF SALE,"21,681 A",ACTUAL,FRONT END,0 USD,0 USD,0,IL - WHEELING
https://www.copart.com/lotDetail/72243103,72243103,0 USD,10/23/2023 09:00 pm EDT,2006,TOYT,RAV4,2.4L  4,4,JTMZD35VX65******,CERTIFICATE OF TITLE (P),"151,441 E",EXEMPT,NORMAL WEAR,"1,300 USD",0 USD,2029,IL - CHICAGO SOUTH
https://www.copart.com/lotDetail/67953493,67953493,"5,975 USD",Future,2004,TOYT,CAMRY LE,2.4L  4,4,4T1BE32K74U******,BILL OF SALE - PARTS ONLY,"205,373 E",EXEMPT,MECHANICAL,0 USD,0 USD,0,IN - INDIANAPOLIS
https://www.copart.com/lotDetail/46774232,46774232,"8,250 USD",Future,2009,TOYT,CAMRY SE,3.5L  6,6,4T1BK46K79U******,BILL OF SALE - PARTS ONLY,"238,933 E",EXEMPT,MECHANICAL,0 USD,0 USD,0,IN - INDIANAPOLIS
https://www.copart.com/lotDetail/68977583,68977583,0 USD,Future,2009,TOYT,CAMRY HYBR,2.4L  4,4,4T1BE46KX9U******,BILL OF SALE - PARTS ONLY,"242,862 E",EXEMPT,NORMAL WEAR,0 USD,0 USD,0,IN - INDIANAPOLIS
https://www.copart.com/lotDetail/63393833,63393833,"7,525 USD",Future,2007,TOYT,CAMRY CE,2.4L  4,4,4T1BE46K47U******,BILL OF SALE - PARTS ONLY,"140,083 E",EXEMPT,MINOR DENT/SCRATCHES,0 USD,0 USD,0,IN - INDIANAPOLIS
https://www.copart.com/lotDetail/51760612,51760612,"13,800 USD",,2012,TOYT,CAMRY BASE,2.5L  4,4,4T1BF1FK6CU******,,"98,241 A",ACTUAL,UNKNOWN,0 USD,0 USD,0,IN - INDIANAPOLIS
https://www.copart.com/lotDetail/51760692,51760692,"13,000 USD",,2014,TOYT,COROLLA L,1.8L  4,4,2T1BURHE1EC******,,"154,100 A",ACTUAL,UNKNOWN,0 USD,0 USD,0,IN - INDIANAPOLIS
https://www.copart.com/lotDetail/60901962,60901962,"17,000 USD",,2014,TOYT,RAV4 XLE,2.5L  4,4,2T3RFREV8EW******,,"114,200 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,0,IN - INDIANAPOLIS
https://www.copart.com/lotDetail/61956552,61956552,"12,500 USD",,2008,TOYT,RAV4 LIMIT,3.5L  6,6,JTMBK31V585******,,"114,652 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,0,IN - INDIANAPOLIS
https://www.copart.com/lotDetail/57884693,57884693,0 USD,10/23/2023 01:00 pm EDT,2003,TOYT,CAMRY,2.4L  4,4,4T1BE32K03U******,JUNKED VEHICLE BILL OF SALE,0 E,EXEMPT,MECHANICAL,0 USD,0 USD,2297,WI - APPLETON
https://www.copart.com/lotDetail/70258763,70258763,"12,123 USD",10/23/2023 01:00 pm EDT,2014,TOYT,CAMRY L,2.5L  4,4,4T4BF1FK6ER******,JUNKED VEHICLE BILL OF SALE,"112,668 A",ACTUAL,FRONT END,"1,200 USD",0 USD,2236,WI - APPLETON
https://www.copart.com/lotDetail/70865043,70865043,"15,942 USD",10/23/2023 01:00 pm EDT,2016,TOYT,PRIUS,1.8L  4,4,JTDKARFU7G3******,JUNKED VEHICLE BILL OF SALE,"133,494 A",ACTUAL,SIDE,0 USD,0 USD,2228,WI - APPLETON
https://www.copart.com/lotDetail/70959263,70959263,"2,886 USD",10/23/2023 01:00 pm EDT,2005,TOYT,CAMRY LE,2.4L  4,4,4T1BE32K55U******,JUNKED VEHICLE BILL OF SALE,"333,336 A",ACTUAL,TOP/ROOF,0 USD,0 USD,41,WI - APPLETON
https://www.copart.com/lotDetail/71911533,71911533,"5,641 USD",10/23/2023 01:00 pm EDT,2007,TOYT,CAMRY LE,3.5L  6,6,4T1BK46K17U******,JUNKED VEHICLE BILL OF SALE,"227,743 A",ACTUAL,FRONT END,225 USD,0 USD,30,WI - APPLETON
https://www.copart.com/lotDetail/63681333,63681333,"5,298 USD",10/23/2023 01:00 pm EDT,2007,TOYT,CAMRY CE,2.4L  4,4,4T1BE46K47U******,JUNKED VEHICLE BILL OF SALE,"184,436 E",EXEMPT,FRONT END,0 USD,0 USD,2262,WI - APPLETON
https://www.copart.com/lotDetail/64051413,64051413,"8,147 USD",10/23/2023 01:00 pm EDT,2012,TOYT,RAV4,2.5L  4,4,2T3BF4DV6CW******,JUNKED VEHICLE BILL OF SALE,0 N,NOT ACTUAL,FRONT END,225 USD,0 USD,2281,WI - APPLETON
