Id,Yard number,Yard name,Sale Date M/D/CY,Day of Week,Sale time (HHMM),Time Zone,Item#,Lot number,Vehicle Type,Year,Make,Model Group,Model Detail,Body Style,Color,Damage Description,Secondary Damage,Sale Title State,Sale Title Type,Has Keys-Yes or No,Lot Cond. Code,VIN,Odometer,Odometer Brand,Est. Retail Value,Repair cost,Engine,Drive,Transmission,Fuel Type,Cylinders,Runs/Drives,Sale Status,"High Bid =non-vix,Sealed=Vix",Special Note,Location city,Location state,Location ZIP,Location country,Currency Code,Image Thumbnail,Create Date/Time,Grid/Row,Make-an-Offer Eligible,Buy-It-Now Price,Image URL,Trim,Last Updated Time,Rentals,Copart Select
129,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,41831962,V,2015,HONDA,ACCORD,ACCORD EXL,,SILVER,FRONT END,,CA,SC,YES,D,1HGCR2F86FA155295,0,N,15672,0,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Run & Drive Verified,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP298/f8be6e0dac2d4ab9909dcea7faccd86f_thb.jpg,2022-06-02-07.40.18.000736, D080,N,0,http://inventoryv2.copart.io/v1/lotImages/41831962?country=us&brand=cprt&yardNumber=1,EXL,2022-05-26T15:31:17Z,N,N
130,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,41837732,V,2002,HONDA,CRV,CR-V LX,,WHITE,VANDALISM,,CA,SC,YES,D,JHLRD68452C019220,232516,A,5073,0,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Run & Drive Verified,Pure Sale,200,MISSING CAT                 ,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP301/85949d8f714b4f228096cf9e53b08273_thb.jpg,2022-06-02-07.40.18.000736, A040,N,0,http://inventoryv2.copart.io/v1/lotImages/41837732?country=us&brand=cprt&yardNumber=1,LX,2022-05-31T17:48:35Z,N,N
131,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,41876662,V,2018,TOYOTA,CAMRY,CAMRY,,CHARCOAL,FRONT END,,CA,SC,NO,E,4T1B11HK0JU508556,0,N,21781,0,2.5L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP301/a34ef85a92aa4aceb588beeba0b93dcc_thb.jpg,2022-06-02-07.40.18.000737, A040,N,0,http://inventoryv2.copart.io/v1/lotImages/41876662?country=us&brand=cprt&yardNumber=1,L,2022-05-26T22:50:26Z,N,N
132,1,CA - VALLEJO,0,,,PDT,0,41887072,V,2020,MERCEDES-BENZ,GLC-CLASS,GLC 43 4MA,,GRAY,FRONT END,,CA,SC,YES,D,W1N0G6EB9LF766067,22681,A,63818,39909.35,3.0L  6,All wheel drive,AUTOMATIC,GAS,6,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP300/4cd9897d9a26457492a045d50d91b3d3_thb.jpg,2022-06-02-07.40.18.000737, C090,N,0,http://inventoryv2.copart.io/v1/lotImages/41887072?country=us&brand=cprt&yardNumber=1,43 4MATIC AMG,2022-06-01T23:12:31Z,N,N
133,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,41917172,V,2015,INFINITI,Q50,Q50 BASE,,BLACK,FRONT END,,CA,SC,YES,D,JN1BV7AP9FM347829,142300,A,20080,15673.24,3.7L  6,Rear-wheel drive,AUTOMATIC,GAS,6,Run & Drive Verified,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP298/927bc7336dc648b098de0db4427ef752_thb.jpg,2022-06-02-07.40.18.000737,SD004,N,5400,http://inventoryv2.copart.io/v1/lotImages/41917172?country=us&brand=cprt&yardNumber=1,BASE,2022-05-27T20:18:02Z,N,N
134,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,41970082,V,2013,CHRYSLER,200,200 TOURIN,,WHITE,FRONT END,SIDE,CA,SC,YES,D,1C3CCBBB6DN540044,170128,A,5099.04,5276.45,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP300/44f78ff32cb54c8b9fb94b39bf242f66_thb.jpg,2022-06-02-07.40.18.000737, C080,N,0,http://inventoryv2.copart.io/v1/lotImages/41970082?country=us&brand=cprt&yardNumber=1,TOURING,2022-05-31T18:01:17Z,N,N
135,1,CA - VALLEJO,0,,,PDT,0,41983012,V,2015,RAM,1500,1500 SLT,,SILVER,FRONT END,SIDE,CA,SC,YES,S,1C6RR6GT6FS561534,40332,A,28729.23,28729.23,5.7L  8,Rear-wheel drive,AUTOMATIC,GAS,8,Vehicle Starts,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP300/2a31fdd51298426da929930094ab37bc_thb.jpg,2022-06-02-07.40.18.000737,SH010,N,0,http://inventoryv2.copart.io/v1/lotImages/41983012?country=us&brand=cprt&yardNumber=1,SLT,2022-06-01T17:57:14Z,N,N
136,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42000852,V,2004,SCION,XA,XA,,SILVER,FRONT END,,CA,CQ,YES,D,JTKKT624740063680,186799,E,0,0,1.5L  4,Front-wheel Drive,MANUAL,GAS,4,Run & Drive Verified,On Approval,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP300/f29d11315db84108a7bbce0e49222140_thb.jpg,2022-06-02-07.40.18.000771, C040,N,0,http://inventoryv2.copart.io/v1/lotImages/42000852?country=us&brand=cprt&yardNumber=1,,2022-06-01T21:32:47Z,N,N
137,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42067362,V,2012,GMC,SIERRA,SIERRA C15,,WHITE,BURN,,CA,NR,EXM,E,1GT02ZCG2CF242023,0,N,28127,27408,6.0L  8,4x4 w/Rear Wheel Drv,AUTOMATIC,FLEXIBLE FUEL,8,DEFAULT,On Minimum Bid,0,VEH LOCATED @ FAIRFLD SUBLOT,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP308/c87d1ed44fc44c9789d7dbc15c333ec8_thb.jpg,2022-06-02-07.40.18.000772,FF060,N,0,http://inventoryv2.copart.io/v1/lotImages/42067362?country=us&brand=cprt&yardNumber=1,K2500 HEAVY DUTY,2022-05-27T22:02:54Z,N,N
138,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42067572,K,2008,GMC,SIERRA,SIERRA C15,4DR EXT,WHITE,BURN,FRONT END,CA,NR,EXM,E,1GTEC19J58Z155357,0,E,14424,14424,5.3L  8,Rear-wheel drive,,GAS,8,DEFAULT,On Minimum Bid,0,VEH LOCATED @ FAIRFLD SUBLOT,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP307/3d4a6e3815c24eaeae548987fbc036f4_thb.jpg,2022-06-02-07.40.18.000772,EE060,N,0,http://inventoryv2.copart.io/v1/lotImages/42067572?country=us&brand=cprt&yardNumber=1,C1500,2022-05-26T20:50:14Z,N,N
139,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42083842,V,2005,TOYOTA,PRIUS,PRIUS,HATCHBAC,SILVER,SIDE,,CA,CQ,YES,D,JTDKB20U557024648,189928,E,8750,0,1.5L  4,Front-wheel Drive,AUTOMATIC,HYBRID ENGINE,4,Run & Drive Verified,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP307/96af8319c78f4079a61cbd3086671977_thb.jpg,2022-06-02-07.40.18.000773,SC006,Y,3900,http://inventoryv2.copart.io/v1/lotImages/42083842?country=us&brand=cprt&yardNumber=1,,2022-05-27T20:31:30Z,N,N
140,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42101892,V,2018,CHEVROLET,TAHOE,TAHOE K150,,WHITE,REAR END,,CA,SC,YES,D,1GNSKBKC3JR184473,21209,A,54627,0,5.3L  8,4x4 w/Rear Wheel Drv,AUTOMATIC,GAS,8,Run & Drive Verified,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP300/ab4aec66fa054b63941d60b824a4b7f0_thb.jpg,2022-06-02-07.40.18.000773,SC007,N,0,http://inventoryv2.copart.io/v1/lotImages/42101892?country=us&brand=cprt&yardNumber=1,K1500 LT,2022-05-26T17:27:51Z,N,N
141,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42105142,V,2014,BMW,6 SERIES,650 I,,BLACK,FRONT END,REAR END,CA,SC,NO,E,WBAYM9C58ED248092,0,N,31350,0,4.4L  8,Rear-wheel drive,AUTOMATIC,GAS,8,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP305/82bc51407aaf489dbbaa7ce420c29862_thb.jpg,2022-06-02-07.40.18.000773, E080,N,0,http://inventoryv2.copart.io/v1/lotImages/42105142?country=us&brand=cprt&yardNumber=1,I,2022-05-31T17:56:17Z,N,N
142,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42166622,V,1998,HONDA,CIVIC,CIVIC EX,,SILVER,FRONT END,SIDE,CA,SC,NO,E,1HGEJ824XWL118857,192747,A,4820,0,1.6L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP301/47134051dbf945589e439a131fe9f041_thb.jpg,2022-06-02-07.40.18.000773, A100,N,0,http://inventoryv2.copart.io/v1/lotImages/42166622?country=us&brand=cprt&yardNumber=1,EX,2022-05-27T22:16:40Z,N,N
143,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42175632,V,2004,NISSAN,QUEST,QUEST,,GRAY,NORMAL WEAR,,MI,CQ,YES,D,5N1BV28U24N325668,0,E,0,0,3.5L  6,Front-wheel Drive,AUTOMATIC,GAS,6,Run & Drive Verified,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP302/7cb421888e574900a98506560baacfad_thb.jpg,2022-06-02-07.40.18.000773, D110,N,0,http://inventoryv2.copart.io/v1/lotImages/42175632?country=us&brand=cprt&yardNumber=1,S,2022-06-02T01:17:27Z,N,N
144,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42195592,V,2017,MERCEDES-BENZ,E-CLASS,E 300,SEDAN 4D,SILVER,ALL OVER,,CA,CQ,EXM,,WDDZF4JB4HA095882,0,N,31866,0,2.0L  4,Rear-wheel drive,AUTOMATIC,GAS,4,,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP302/5258eae399804c2f9a93b3c0270f2690_thb.jpg,2022-06-02-07.40.18.000775, B070,Y,6500,http://inventoryv2.copart.io/v1/lotImages/42195592?country=us&brand=cprt&yardNumber=1,300,2022-05-31T22:18:45Z,N,N
145,1,CA - VALLEJO,0,,,PDT,0,42199022,V,2002,FORD,ALL OTHER,THINK NEIG,,BURN,BURN,,CA,NR,EXM,E,1FABP205820102845,0,E,6093,9561.38,,Rear-wheel drive,,ELECTRIC,,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP301/88fa0cf44ca149fca36dbf428c1443ee_thb.jpg,2022-06-02-07.40.18.000776,MC002,N,0,http://inventoryv2.copart.io/v1/lotImages/42199022?country=us&brand=cprt&yardNumber=1,,2022-06-02T14:37:37Z,N,N
146,1,CA - VALLEJO,0,,,PDT,0,42209982,V,2022,RAM,1500,1500 TRX,,WHITE,ALL OVER,,CA,SC,YES,E,1C6SRFU94NN152083,12949,A,94899,52088.7,6.2L  8,4x4 w/Rear Wheel Drv,AUTOMATIC,GAS,8,DEFAULT,Pure Sale,200,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP311/d0d9417bc0eb4f74bd665b5eb33f886a_thb.jpg,2022-06-02-07.40.18.000776,SC002,N,0,http://inventoryv2.copart.io/v1/lotImages/42209982?country=us&brand=cprt&yardNumber=1,TRX,2022-05-25T21:53:31Z,N,N
147,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42244672,V,2018,HONDA,ACCORD,ACCORD LX,,BLACK,ALL OVER,MECHANICAL,CA,SC,YES,S,1HGCV1F17JA004628,48054,A,24868,24868,1.5L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Vehicle Starts,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP301/32a4f4bc4a0e4820b354fab976eba0de_thb.jpg,2022-06-02-07.40.18.000776, E070,N,0,http://inventoryv2.copart.io/v1/lotImages/42244672?country=us&brand=cprt&yardNumber=1,LX,2022-06-02T14:33:21Z,N,N
148,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42248552,V,2005,LEXUS,IS,IS 300,,GRAY,FRONT END,MECHANICAL,CA,SC,YES,S,JTHBD192650096679,323762,A,5439.22,5698.46,3.0L  6,Rear-wheel drive,AUTOMATIC,GAS,6,Vehicle Starts,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP304/f9e5f661bc86450d830a9a991962c42a_thb.jpg,2022-06-02-07.40.18.000776, B050,N,0,http://inventoryv2.copart.io/v1/lotImages/42248552?country=us&brand=cprt&yardNumber=1,300,2022-05-26T16:54:52Z,N,N
149,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42290612,V,2020,TOYOTA,HIGHLANDER,HIGHLANDER,,BLUE,FRONT END,SIDE,CA,SC,YES,D,5TDZZRAH1LS013086,38384,A,34528,26444.31,3.5L  6,Front-wheel Drive,AUTOMATIC,GAS,6,Run & Drive Verified,On Minimum Bid,200,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP304/f0fad665189442d8b7f5898e494ef8a5_thb.jpg,2022-06-02-07.40.18.000777, D080,N,0,http://inventoryv2.copart.io/v1/lotImages/42290612?country=us&brand=cprt&yardNumber=1,L,2022-05-27T19:10:36Z,N,N
150,1,CA - VALLEJO,0,,,PDT,0,42312892,V,2018,HONDA,ACCORD,ACCORD SPO,,GRAY,FRONT END,SIDE,CA,SC,YES,,1HGCV1F36JA021793,81988,A,22375,19885,1.5L  4,Front-wheel Drive,AUTOMATIC,GAS,4,,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP309/b0af9b78cd614b55a15b0fd52898cec1_thb.jpg,2022-06-02-07.40.18.000777, E070,N,0,http://inventoryv2.copart.io/v1/lotImages/42312892?country=us&brand=cprt&yardNumber=1,SPORT,2022-06-01T23:12:31Z,N,N
151,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42372222,V,2015,NISSAN,FRONTIER,FRONTIER S,,SILVER,SIDE,,CA,SC,YES,D,1N6AD0ER5FN704414,92342,A,18021,0,4.0L  6,Rear-wheel drive,AUTOMATIC,GAS,6,Run & Drive Verified,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP303/72bc31c7386b42f2bc877fe4a3e149bb_thb.jpg,2022-06-02-07.40.18.000777,SD001,N,0,http://inventoryv2.copart.io/v1/lotImages/42372222?country=us&brand=cprt&yardNumber=1,S,2022-05-31T14:43:17Z,N,N
152,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42390712,V,2010,HONDA,CRV,CR-V LX,,TEAL,FRONT END,,CA,SC,YES,E,5J6RE3H35AL015404,139292,A,10948,0,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP302/08bd87a45295467280fd239ce8d0ecf1_thb.jpg,2022-06-02-07.40.18.000777, D060,N,0,http://inventoryv2.copart.io/v1/lotImages/42390712?country=us&brand=cprt&yardNumber=1,LX,2022-05-31T17:48:35Z,N,N
153,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42452782,V,2018,FORD,F-150,F150 SUPER,,GRAY,REAR END,FRONT END,CA,SC,NO,E,1FTEW1CP8JFD44161,49862,A,37324,37324,2.7L  6,Rear-wheel drive,AUTOMATIC,GAS,6,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP303/7230edfe227042e1919a7c973e45be42_thb.jpg,2022-06-02-07.40.18.000777,SH009,N,0,http://inventoryv2.copart.io/v1/lotImages/42452782?country=us&brand=cprt&yardNumber=1,SUPERCREW,2022-06-02T14:33:44Z,N,N
154,1,CA - VALLEJO,0,,,PDT,0,42457982,V,2022,GMC,SIERRA,SIERRA K25,,WHITE,FRONT END,VANDALISM,CA,SC,EXM,E,1GT49NEY3NF130037,0,N,90894,63713.66,6.6L  8,4x4 w/Rear Wheel Drv,AUTOMATIC,DIESEL,8,DEFAULT,Pure Sale,0,VEH LOCATED @ FAIRFLD SUBLOT,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP305/8801fb02595742a6ae61c0e73d109e83_thb.jpg,2022-06-02-07.40.18.000778,DD080,N,0,http://inventoryv2.copart.io/v1/lotImages/42457982?country=us&brand=cprt&yardNumber=1,K2500 SLT,2022-06-02T07:01:00Z,N,N
155,1,CA - VALLEJO,0,,,PDT,0,42466382,V,2011,TOYOTA,HIGHLANDER,HIGHLANDER,,SILVER,SIDE,,CA,SC,YES,D,JTEDC3EH2B2003381,143995,A,17312,0,3.5L  6,All wheel drive,AUTOMATIC,HYBRID ENGINE,6,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP306/7ffd186656234bf6a1d84bdebea27059_thb.jpg,2022-06-02-07.40.18.000778, C080,N,0,http://inventoryv2.copart.io/v1/lotImages/42466382?country=us&brand=cprt&yardNumber=1,HYBRID LIMITED,2022-06-01T21:48:31Z,N,N
156,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42470172,K,2015,MITSUBISHI,ALL MODELS,FE FEC72S,TILT CAB,WHITE,NORMAL WEAR,,CA,DV,YES,D,JL6BNG1A1FK001219,130566,A,0,0,3.0L  4,Rear-wheel drive,AUTOMATIC,DIESEL,4,Run & Drive Verified,On Approval,1550,VEH LOCATED @ FAIRFLD SUBLOT,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP305/677c551a6e5942538ad8c27b918c67cc_thb.jpg,2022-06-02-07.40.18.000778,BB020,N,0,http://inventoryv2.copart.io/v1/lotImages/42470172?country=us&brand=cprt&yardNumber=1,FEC72S,2022-05-31T23:07:44Z,N,N
157,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42562492,C,1978,SUZUKI,CYCLE GS(F,GS750,,BLUE,MINOR DENT/SCRATCHES,NORMAL WEAR,CA,CQ,YES,E,GS75043799,35000,E,0,0,,,,,,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP306/ed8278f2efbf4d59a5044343542caa9f_thb.jpg,2022-06-02-07.40.18.000778,MC002,N,0,http://inventoryv2.copart.io/v1/lotImages/42562492?country=us&brand=cprt&yardNumber=1,,2022-05-27T20:41:55Z,N,N
158,1,CA - VALLEJO,0,,,PDT,0,42597452,V,2004,LEXUS,GS430,GS 430,,SILVER,ALL OVER,,CA,SC,YES,E,JT8BL69S940015785,0,E,5635,0,4.3L  8,Rear-wheel drive,AUTOMATIC,GAS,8,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP304/c32648589c104e9ebbe3cdcf2c562694_thb.jpg,2022-06-02-07.40.18.000778, C080,N,0,http://inventoryv2.copart.io/v1/lotImages/42597452?country=us&brand=cprt&yardNumber=1,430,2022-06-01T22:36:22Z,N,N
159,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42605102,V,2017,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,BURGUNDY,VANDALISM,,CA,SC,NO,E,3VW167AJ5HM285156,0,N,17360,0,1.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP306/fa241b20d7c54a8db4ef36c9a96e9a1b_thb.jpg,2022-06-02-07.40.18.000782,SF007,N,0,http://inventoryv2.copart.io/v1/lotImages/42605102?country=us&brand=cprt&yardNumber=1,S,2022-05-28T08:00:58Z,N,N
160,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42610142,V,2019,BMW,X5,X5 XDRIVE4,,WHITE,REAR END,FRONT END,CA,SC,YES,D,5UXCR6C59KLL39627,29382,A,54534,42164.88,3.0L  6,All wheel drive,AUTOMATIC,GAS,6,Run & Drive Verified,On Minimum Bid,23500,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP304/ee68514c6b354ca4833d8b7e5842f697_thb.jpg,2022-06-02-07.40.18.000782, C030,N,0,http://inventoryv2.copart.io/v1/lotImages/42610142?country=us&brand=cprt&yardNumber=1,XDRIVE40I,2022-05-25T17:50:24Z,N,N
161,1,CA - VALLEJO,0,,,PDT,0,42650862,V,2006,MERCEDES-BENZ,M-CLASS,ML 500,,SILVER,FRONT END,,CA,SC,YES,D,4JGBB75E26A015632,263939,E,4620,0,5.0L  8,All wheel drive,AUTOMATIC,GAS,8,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP306/1b1651d72d024d449d6e35b29f2afe95_thb.jpg,2022-06-02-07.40.18.000782, E090,N,0,http://inventoryv2.copart.io/v1/lotImages/42650862?country=us&brand=cprt&yardNumber=1,500,2022-06-01T21:50:30Z,N,N
162,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42654022,V,2002,FORD,F150,F150,PICKUP,WHITE,SIDE,FRONT END,OK,ST,YES,E,1FTRF18L22NB99746,0,E,5898,9892.67,5.4L  8,4x4 w/Rear Wheel Drv,AUTOMATIC,GAS,8,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP310/7ff000c02dba4668a41c811fb8c8e130_thb.jpg,2022-06-02-07.40.18.000782, E040,N,0,http://inventoryv2.copart.io/v1/lotImages/42654022?country=us&brand=cprt&yardNumber=1,,2022-05-25T16:10:27Z,N,N
163,1,CA - VALLEJO,0,,,PDT,0,42656862,V,2008,SUBARU,FORESTER,FORESTER S,4DR SPOR,BURGUNDY,FRONT END,,CA,SC,YES,D,JF1SG66698H723335,154497,A,7075,6608.39,2.5L  4,All wheel drive,AUTOMATIC,GAS,4,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP306/5235c7a9e12542cbb703ea3b733a94b7_thb.jpg,2022-06-02-07.40.18.000811, A010,N,0,http://inventoryv2.copart.io/v1/lotImages/42656862?country=us&brand=cprt&yardNumber=1,SPORTS 2.5X,2022-06-01T18:01:17Z,N,N
164,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42659502,V,2006,TOYOTA,SCION,SCION TC,,BLACK,REAR END,FRONT END,CA,CQ,YES,,JTKDE177360141223,0,E,0,0,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP310/49a3956035834720bed840d98778a7a4_thb.jpg,2022-06-02-07.40.18.000812,SH003,Y,950,http://inventoryv2.copart.io/v1/lotImages/42659502?country=us&brand=cprt&yardNumber=1,,2022-05-27T21:53:38Z,N,N
165,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42668732,V,2015,MASERATI,ALL MODELS,GHIBLI,,GRAY,REAR END,,CA,SC,YES,D,ZAM57XSA6F1130458,75441,A,30337,0,3.0L  6,Rear-wheel drive,AUTOMATIC,GAS,6,Run & Drive Verified,On Minimum Bid,2500,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP307/29a6a420b93c488ea6af928daecf8a42_thb.jpg,2022-06-02-07.40.18.000812, SHOP,N,0,http://inventoryv2.copart.io/v1/lotImages/42668732?country=us&brand=cprt&yardNumber=1,,2022-05-27T22:16:59Z,N,N
166,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42671882,V,2018,HONDA,ACCORD,ACCORD LX,,BLUE,FRONT END,,CA,SC,YES,E,1HGCV1F1XJA125055,0,N,27019,0,1.5L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,On Minimum Bid,200,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP306/42c3c60d781745a3baa5934b46612f64_thb.jpg,2022-06-02-07.40.18.000813, D090,N,0,http://inventoryv2.copart.io/v1/lotImages/42671882?country=us&brand=cprt&yardNumber=1,LX,2022-05-27T22:17:22Z,N,N
167,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42689442,V,2006,CHEVROLET,SILVERADO,SILVERADO,,GOLD,FRONT END,,CA,SC,YES,D,2GCEC13Z661352882,202255,A,10405,0,5.3L  8,Rear-wheel drive,AUTOMATIC,FLEXIBLE FUEL,8,Run & Drive Verified,Pure Sale,250,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP305/9ae24618839e43d8864b673372ed7c22_thb.jpg,2022-06-02-07.40.18.000813, E060,N,0,http://inventoryv2.copart.io/v1/lotImages/42689442?country=us&brand=cprt&yardNumber=1,C1500,2022-05-31T18:01:44Z,N,N
168,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,42720252,V,2014,FORD,FOCUS,FOCUS SE,,BURGUNDY,ALL OVER,,CA,CQ,YES,E,1FADP3K21EL157058,0,N,8475,0,2.0L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP305/e5ea998459814c31baa46f13948fce51_thb.jpg,2022-06-02-07.40.18.000814,SH002,Y,900,http://inventoryv2.copart.io/v1/lotImages/42720252?country=us&brand=cprt&yardNumber=1,SE,2022-05-30T15:36:45Z,N,N
